electricity_always_on,electricity_refrigeration,electricity_space_heating,electricity_water_heating,electricity_cooking,electricity_laundry,electricity_lighting,electricity_entertainment,electricity_electric_vehicle,electricity_pool_or_sauna,electricity_other,electricity_total,month,property_type,property_size,property_age,property_ownership,occupants,occupant_type,space_heating,water_heating,stove_heating,grill_heating,oven_heating,photo_voltaic,fridge,freezer,combi_fridge_freezer,oven,grill,hob,microwave,kettle,toaster,dishwasher,washing_machine,tumble_dryer,iron,tv,dvd_or_blueray,digital_tv_box,games_console,computer,tablet,electric_shower,ev_charger,swimming_pool,sauna
81.8321,39.1153,0.0,0.0,23.08,33.8366,94.1663,166.62900000000002,0.0,0.0,4.431,443.09,2th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
89.4283,43.6929,0.0,0.0,17.8756,39.7429,17.1547,236.132,0.0,0.0,5.0515,449.07800000000003,3th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
84.1283,47.4014,0.0,0.0,15.1176,35.948,10.2203,198.274,0.0,0.0,4.4355,395.525,4th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
86.0569,39.3672,0.0,0.0,13.8511,36.048,7.4388,190.22099999999998,0.0,0.0,4.2421,377.225,5th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
81.7258,39.2157,0.0,0.0,10.5341,19.4737,3.8321,153.968,0.0,0.0,3.1193,311.869,6th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
85.3963,38.8751,0.0,0.0,7.1531,5.3,2.6884,19.5291,57.0868,0.0,2.1822,218.21099999999998,7th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
84.8886,46.5624,0.0,0.0,12.5826,72.8624,7.0536,129.691,0.0,0.0,4.0489,357.69,8th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
76.1018,45.9433,0.0,0.0,14.5629,65.2761,10.2592,180.417,0.0,0.0,4.4742,397.035,9th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
85.5288,37.3271,0.0,0.0,17.3243,107.524,12.6649,213.217,0.0,0.0,5.4219,479.00800000000004,10th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
92.5454,53.6912,0.0,0.0,31.0256,21.616,125.249,214.171,0.0,0.0,5.4374,543.735,10th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
48.115,21.2087,0.0,0.0,9.9824,42.2021,8.1911,134.987,0.0,0.0,2.9981,267.684,11th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
92.5454,53.6912,0.0,0.0,31.0256,21.616,125.249,214.171,0.0,0.0,5.4374,543.735,11th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
98.8075,41.8965,0.0,0.0,40.628,9.8248,160.528,231.459,0.0,0.0,5.8905,589.034,12th,PT.02,4,PA.01,OWN.01,2,OT.03,other,other,electric,electric,electric,SOL.02,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
69.9043,33.2651,0.0,0.0,44.9133,52.5219,103.491,103.353,0.0,0.0,20.4682,427.916,1th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
60.086999999999996,29.7817,0.0,0.0,34.9587,55.118,76.5868,87.9738,0.0,0.0,17.798,362.30400000000003,2th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
60.4544,26.8334,0.0,0.0,11.3412,105.896,10.5737,152.27700000000002,0.0,0.0,4.206,371.58099999999996,3th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
68.1655,31.6684,0.0,0.0,9.6398,79.3883,6.362,129.95600000000002,0.0,0.0,3.7093,328.889,4th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
66.2481,47.0832,0.0,0.0,7.9785,56.3465,4.204,98.0974,0.0,0.0,3.1854,283.143,5th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
59.6219,39.2358,0.0,0.0,5.9645,42.6781,2.3738,78.9426,0.0,0.0,2.3123,231.12900000000002,6th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
61.695,31.9551,0.0,0.0,5.5818,44.8809,2.0346,75.8726,0.0,0.0,2.2429,224.263,7th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
55.2217,27.9035,0.0,0.0,5.843999999999999,51.3281,3.0867,81.1379,0.0,0.0,2.2683,226.79,8th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
3.2909,3.8137,0.0,0.0,0.3726,1.6480000000000001,0.251,4.3184,0.0,0.0,0.1383,13.833,9th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
60.8329,35.165,0.0,0.0,48.5586,23.6885,100.26899999999999,113.306,0.0,0.0,32.9926,414.81199999999995,10th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
60.8329,35.165,0.0,0.0,48.5586,23.6885,100.26899999999999,113.306,0.0,0.0,32.9926,414.81199999999995,11th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
65.5253,22.9844,0.0,0.0,46.6551,55.4463,110.92200000000001,110.78,0.0,0.0,25.9179,438.231,12th,PT.04,3,PA.02,OWN.01,4,OT.05,other,other,other,electric,electric,SOL.02,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
146.166,61.2882,0.0,0.0,32.6884,20.1249,97.863,132.13299999999998,0.0,0.0,4.9522,495.217,1th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
127.523,59.4034,0.0,0.0,24.6055,11.9302,68.9099,112.165,0.0,0.0,4.0863,408.62300000000005,2th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
141.856,71.0631,0.0,0.0,17.5489,6.8531,13.7621,166.13,0.0,0.0,4.2149,421.42800000000005,3th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
151.171,79.4302,0.0,0.0,14.9935,3.2059,8.5599,125.334,0.0,0.0,3.8663,386.561,4th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
133.61,60.8841,0.0,0.0,14.232000000000001,18.0958,6.2806,133.735,0.0,0.0,3.7446,370.582,5th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
92.0462,56.6206,0.0,0.0,11.302,14.0719,3.5892,126.449,0.0,0.0,3.4448,307.524,6th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
111.99600000000001,54.0581,0.0,0.0,10.4184,13.3387,3.1771,107.34899999999999,0.0,0.0,3.0341,303.372,7th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
163.77200000000002,60.9414,0.0,0.0,25.7228,106.848,11.8484,322.068,0.0,0.0,7.9132,699.1139999999999,8th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
128.30100000000002,62.3412,0.0,0.0,15.993,40.1552,9.2301,156.126,0.0,0.0,4.6855,416.833,9th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
133.77,67.6956,0.0,0.0,17.9231,44.1922,14.6235,164.555,0.0,0.0,5.053,447.81199999999995,10th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
134.72,53.9105,0.0,0.0,29.8672,5.565,87.8925,186.88400000000001,0.0,0.0,5.0388,503.87800000000004,10th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
134.72,53.9105,0.0,0.0,29.8672,5.565,87.8925,186.88400000000001,0.0,0.0,5.0388,503.87800000000004,11th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
67.8933,28.485,0.0,0.0,10.155,13.9294,9.5138,118.855,0.0,0.0,2.5140000000000002,251.34599999999998,11th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
104.094,48.9083,0.0,0.0,44.2492,6.1216,122.65700000000001,209.02700000000002,0.0,0.0,5.4048,540.4630000000001,12th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,other,electric,electric,SOL.02,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0
1504.78,29.3138,0.0,87.0657,191.87,0.0,304.645,522.72,1084.03,0.0,44.6475,3769.07,1th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
809.1080000000001,14.0779,0.0,47.6103,112.20700000000001,6.1217,141.654,522.72,727.008,0.0,24.0458,2404.55,2th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
632.3430000000001,30.1442,0.0,22.7992,73.2706,5.5655,56.3971,337.246,552.132,0.0,17.273,1727.17,3th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
625.673,67.993,0.0,12.0453,49.5501,5.3425,25.4826,131.0,287.441,0.0,12.1671,1216.69,4th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
269.508,18.4058,0.0,7.0817,8.0532,5.12,12.9648,166.02700000000002,329.92699999999996,0.0,8.254,825.341,5th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
393.45300000000003,31.8347,0.0,4.7831,27.0546,4.24,8.0357,48.2139,199.852,0.0,7.2472,724.7139999999999,6th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
348.754,29.7569,0.0,2.9057,15.8749,3.9665,4.8815,29.2891,0.0,0.0,4.8233,440.25199999999995,7th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
381.977,37.3722,0.0,4.1433,23.4356,4.24,10.4411,41.7645,118.12100000000001,0.0,6.2778,627.7719999999999,8th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
413.839,34.4309,0.0,9.1473,41.607,4.2426,24.9181,152.68,374.528,0.0,10.6622,1066.06,9th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
220.113,8.7143,0.0,16.3149,61.4601,135.678,50.533,366.031,589.196,0.0,16.5193,1464.56,10th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
321.80400000000003,38.4068,0.0,14.6096,10.1628,5.565,72.7668,290.20599999999996,342.199,0.0,11.0679,1106.79,10th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
321.80400000000003,38.4068,0.0,14.6096,10.1628,5.565,72.7668,290.20599999999996,342.199,0.0,11.0679,1106.79,11th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
620.285,14.3102,0.0,33.5993,101.78299999999999,135.68,93.3507,399.168,908.9019999999999,0.0,26.2256,2333.3,11th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1129.58,13.6519,0.0,60.7074,138.22,122.54899999999999,131.549,360.538,896.013,0.0,32.5448,2885.36,12th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
742.477,45.4564,0.0,44.5526,105.001,6.1215,153.048,512.636,618.339,0.0,22.5014,2250.13,12th,PT.02,4,PA.01,OWN.01,5,OT.04,other,electric,electric,electric,other,SOL.01,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
42.1604,0.0,0.0,0.0,14.2254,7.3711,32.6794,42.383,0.0,0.0,1.3995,140.219,1th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,electric,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
114.891,0.0,0.0,0.0,34.7375,21.5333,73.8356,112.007,0.0,0.0,3.6001,360.605,2th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,electric,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
128.455,0.0,0.0,0.0,14.6859,51.9508,11.5169,142.065,0.0,0.0,3.9988,352.673,3th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,electric,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
68.1696,0.0,0.0,0.0,7.9829,24.1758,4.4209,92.6575,0.0,0.0,2.2384,199.645,4th,PT.02,4,PA.02,OWN.01,5,OT.04,other,other,electric,electric,electric,SOL.02,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
